Time µs,Current.Ia,Current.Ib,Current.Ic,Current.In,Voltage.Va,Voltage.Vb,Voltage.Vc
1156032000000000000,106.600318908691,-2329.34643554688,2312.3271484375,0.0,420.473754882813,-10120.576171875,10322.9033203125
1156032000000130048,201.356155395508,-2382.69018554688,2229.53271484375,5.91223001480103,946.06591796875,-10425.67578125,10069.6337890625
1156032000000260096,307.956481933594,-2412.32568359375,2152.65234375,0.0,1445.37854003906,-10687.189453125,9781.4306640625
1156032000000389888,414.556793212891,-2459.74243164063,2058.0302734375,0.0,1979.73046875,-10852.814453125,9493.2275390625
1156032000000519936,527.079345703125,-2483.45068359375,1963.40808105469,5.91223001480103,2540.36206054688,-10974.8544921875,9205.025390625
1156032000000651008,633.679626464844,-2513.08618164063,1851.04443359375,0.0,3109.75366210938,-11035.8740234375,8881.888671875
1156032000000781056,734.357727050781,-2548.64868164063,1750.50842285156,0.0,3661.62548828125,-11070.7421875,8497.6181640625
1156032000000911104,840.958068847656,-2578.2841796875,1632.23083496094,-5.91223001480103,4143.41845703125,-11131.7626953125,8043.47998046875
1156032000001040896,953.480590820313,-2607.91967773438,1513.95324707031,0.0,4616.451171875,-11184.0654296875,7536.94189453125
1156032000001170944,1060.08093261719,-2625.70092773438,1401.58947753906,0.0,5045.68505859375,-11218.93359375,6986.736328125
1156032000001302016,1166.68127441406,-2649.40942382813,1283.31188964844,0.0,5492.43798828125,-11227.650390625,6445.26416015625
1156032000001432064,1279.20373535156,-2661.26342773438,1170.9482421875,-5.91223001480103,5912.912109375,-11210.216796875,5868.8583984375
1156032000001562112,1385.80407714844,-2679.04467773438,1046.75671386719,0.0,6333.3857421875,-11140.4794921875,5274.98583984375
1156032000001691904,1498.32666015625,-2684.97192382813,940.306884765625,5.91223001480103,6753.859375,-11114.328125,4663.646484375
1156032000001821952,1599.00476074219,-2684.97192382813,822.029296875,5.91223001480103,7183.09326171875,-11105.611328125,4043.57373046875
1156032000001953024,1705.60510253906,-2673.11767578125,715.579467773438,0.0,7612.32666015625,-11062.025390625,3432.23413085938
1156032000002083072,1794.43859863281,-2667.19067382813,603.215759277344,0.0,8050.3203125,-10974.8544921875,2812.16137695313
1156032000002213120,1883.27221679688,-2643.48217773438,490.852020263672,5.91223001480103,8488.3134765625,-10905.1171875,2209.55541992188
1156032000002342912,1960.26135253906,-2601.99267578125,384.402191162109,0.0,8917.546875,-10835.380859375,1606.94934082031
1156032000002472960,2037.25048828125,-2554.57592773438,272.038482666016,0.0,9320.5009765625,-10730.775390625,1030.54357910156
1156032000002604032,2096.47290039063,-2495.30493164063,159.674758911133,5.91223001480103,9723.455078125,-10582.583984375,436.671020507813
1156032000002734080,2143.85083007813,-2418.25268554688,53.2249183654785,0.0,10091.3701171875,-10390.8076171875,-122.267883300781
1156032000002864128,2191.22875976563,-2335.2734375,-65.0526809692383,0.0,10441.7646484375,-10155.4453125,-681.206787109375
1156032000002993920,2226.76220703125,-2246.3671875,-183.330276489258,0.0,10739.6005859375,-9876.4970703125,-1205.21203613281
1156032000003124992,2256.37329101563,-2151.53369140625,-295.694000244141,0.0,10967.3564453125,-9571.3974609375,-1729.21728515625
1156032000003255040,2280.06225585938,-2044.84606933594,-408.057708740234,-5.91223001480103,11081.2353515625,-9257.58203125,-2288.15625
1156032000003385088,2309.67358398438,-1938.15844726563,-538.1630859375,0.0,11125.0341796875,-8952.482421875,-2864.56176757813
